p_mc_pur_AG,p_mc_pir_CU,p_n_pur_AG,p_n_pir_CU,c4_mc_pur_AG,c4_mc_pir_CU,c4_n_pur_AG,c4_n_pir_CU,c4_cg_pur,c4_cu_pir,p_cg_pur,p_cu_pir,c4_c4,
5.57508347769,6.28688052726,5.57508347769,5.46963793935,3.36899593372,5.03499432897,3.36899593372,3.49141142727,3.87417375993,3.74092535027,4.24971131868,3.67169414653,11.8132569161,
5.66914336529,5.78527939159,5.66914336529,5.10222076331,3.39357812443,4.82752914281,3.39357812443,3.33202421832,3.7482593209,3.45225218774,4.78339127369,4.17731541268,11.6084327303,
5.56800227844,9.65977861328,5.56800227844,9.28609538513,3.34684020304,4.7945310999,3.34684020304,3.31244550686,3.72725786376,3.42566549134,4.51837424022,3.85827934532,5.94101625777,
5.54732405921,7.01536044958,5.54732405921,5.80195478595,3.53131706268,4.92556219387,3.53131706268,3.40983624122,4.02866987049,3.64501989557,4.38575930074,4.36083441914,10.6600556616,
5.44144065257,11.0980279725,5.44144065257,10.1550092105,3.58702191668,5.10504548666,3.58702191668,3.55233351256,4.2018763617,3.96652113652,4.80384159185,4.86619089764,15.3053511517,
5.17431725947,6.76919510413,5.17431725947,5.59214678509,3.41304008503,4.86365032783,3.41304008503,3.36590507347,3.83198912986,3.55681074583,4.54861726058,4.36724227724,6.41049045095,
4.98084628183,5.98443637276,4.98084628183,5.11955833625,3.25796556023,4.81928382743,3.25796556023,3.32637320369,3.53078647558,3.45737354509,4.05809248617,4.11628552252,14.0556919727,
5.14873492605,7.11085288179,5.14873492605,6.12364106488,3.30717757909,4.79797170308,3.30717757909,3.31115874973,3.75002278898,3.42374755581,5.37963529923,4.19678598768,11.92797037,
5.62751863843,5.48742642773,5.62751863843,4.97373275007,3.36454747844,4.73013509715,3.36454747844,3.27139471707,3.72127758345,3.43100569846,4.28205216265,4.77785470312,5.14856997461,
5.55513884844,6.84062630425,5.55513884844,5.54947683263,3.29566138234,4.88315974098,3.29566138234,3.37994018824,3.61812456762,3.59501061713,5.40987510349,4.27874065869,4.95158362217,
4.86347802291,7.16466386232,4.86347802291,5.71255656905,3.39114860174,4.93830178044,3.39114860174,3.43116648622,3.81875443235,3.57902487923,4.73703689801,5.31619925943,5.0791758189,
5.54572680158,7.42245774135,5.54572680158,5.860356283,3.39642158505,4.68126192924,3.39642158505,3.25494107274,3.73890613688,3.508180093,4.9661807464,4.6385837607,11.1360112947,
5.31572070729,5.96297889689,5.31572070729,5.29338565278,3.40282014108,4.97643624146,3.40282014108,3.44427622695,3.75044096727,3.68169110659,4.43370722715,4.51258908144,6.02697692122,
5.06735266673,5.23913225733,5.06735266673,4.56291007412,3.33196366586,4.77499142053,3.33196366586,3.32034874746,3.63806126386,3.57725899113,4.14683084219,4.88170508517,5.8672463952,
5.24680302691,5.86509238879,5.24680302691,5.22636935289,3.35702864256,4.85002782458,3.35702864256,3.359109556,3.68845087257,3.58336399813,3.97054407655,4.39706775269,11.4089250153,
5.2351958213,5.55938124523,5.2351958213,4.95825545588,3.50627535339,5.09970811594,3.50627535339,3.54659883713,3.96843774114,3.86163673325,5.10927208186,4.4925414653,6.35313507045,
5.00480962817,6.41928833277,5.00480962817,5.35667487427,3.52034857144,5.05031443759,3.52034857144,3.50041320128,4.00379651037,3.80276320279,5.410932811,5.3735308515,6.082009367,
5.88556681472,11.5010557404,5.88556681472,10.5149954318,3.39176711335,4.92341275162,3.39176711335,3.42362528632,3.78011229391,3.78734470113,4.54751987763,5.79515443606,5.99407346244,
5.14141579841,9.39778200348,5.14141579841,9.29134290586,3.45603261234,4.92899121532,3.45603261234,3.4003019362,3.95247398453,3.58915256062,5.05444451519,4.60074902767,5.9792727386,
5.68501151656,6.29593338197,5.68501151656,5.24817140079,3.45599475631,4.9134279305,3.45599475631,3.38854951088,4.76657450856,3.5926419449,7.16008051328,4.64950542065,6.11667886209,
5.43521347433,6.04378592553,5.43521347433,5.28483263542,3.38413060469,4.96920843062,3.38413060469,3.4318908525,3.70503738479,3.68017782458,3.6410571283,4.7911584015,17.7583353998,
5.70613792295,6.51690001074,5.70613792295,5.54627431069,3.37329172227,4.84010641638,3.37329172227,3.33592038343,3.6856924967,3.50525953811,4.58574637942,4.43625286609,6.01986319034,
8.95558994134,6.04208295454,8.95558994134,5.33258213089,3.3983475556,4.95939916306,3.3983475556,3.39211860237,3.77065812787,3.65458594631,4.63519818937,4.3253415255,6.29081174831,
9.06278597019,3.97955075973,9.06278597019,4.75872542259,3.40941205833,4.61700514601,3.40941205833,3.21851394917,3.76590607961,3.29347655701,5.05738851641,4.13627890317,11.2654849189,
5.31684231266,7.7464265629,5.31684231266,6.20655329154,3.20976640085,4.91597754926,3.20976640085,3.41296718236,3.45845318986,3.67912411654,4.36455656466,4.54773727565,6.10901016757,
9.19467496621,6.47262953007,9.19467496621,5.43674803965,3.52075896538,5.09202667626,3.52075896538,3.54363537255,4.00170523961,3.88708229837,5.07956143639,4.07700721529,10.1816084046,
13.2520387392,5.81299820857,13.2520387392,5.176502117,3.45767176952,5.01576881204,3.45767176952,3.48566897428,3.90757590692,3.77319398027,4.58932917562,4.97972725701,5.39788196277,
5.64979354535,5.87503670292,5.64979354535,5.21309902079,3.59073404809,4.88557780077,3.59073404809,3.37440934844,4.15818735418,3.52593543168,5.07394335684,4.2609444384,6.43589080248,
9.26121609905,6.43260091671,9.26121609905,5.252096562,3.56624369244,4.88961861264,3.56624369244,3.38011076379,4.00152451692,3.54328857442,4.6137351411,4.24502178429,17.6261124764,
5.88256440896,5.99631869446,5.88256440896,5.25564293288,3.45982697208,4.94038225569,3.45982697208,3.41683299623,3.80408346899,3.60094905859,6.38670142384,4.26318489307,6.30984076707,
5.87717172131,9.57923813558,5.87717172131,9.16265292203,3.46845326334,4.93018557942,3.46845326334,3.41006773118,4.57774330266,3.57997811192,6.97508177106,4.27990525092,12.225637678,
5.76015350163,6.56849464701,5.76015350163,5.47452014446,3.03543015566,4.85737178136,3.03543015566,3.36028787483,3.12481391801,3.51652662384,4.24059978529,4.15287680889,6.1314548836,
9.12293457495,6.62643911445,9.12293457495,5.57902262922,3.17150491955,5.13909903109,3.17150491955,3.57775793486,3.38666872511,3.95837955883,4.83192948682,3.64675171357,6.06550197486,
5.28380522413,6.39983390989,5.28380522413,5.3516008735,3.06616170484,4.85226645407,3.06616170484,3.35137677918,3.43325506173,3.46878419148,3.61226839887,4.47519790943,11.3032934659,
5.51109695463,6.79864873758,5.51109695463,5.74076436284,3.32929962275,4.96552337797,3.32929962275,3.43596204604,3.66612307506,3.65561745551,5.40671628743,4.55941590268,5.76911286018,
8.9385179788,6.33053553006,8.9385179788,5.51335761271,3.45909610192,5.13113545881,3.45909610192,3.56716839419,3.93586606412,3.90761857625,4.17309268692,4.00821297302,11.7275336988,
5.28013079887,12.5511390835,5.28013079887,12.6203234759,3.17937937592,4.97753441587,3.17937937592,3.44318723018,3.56800340503,3.65798069932,3.7137720993,4.56624516899,5.95212508781,
5.25885387005,6.48291928343,5.25885387005,5.53374693233,3.28152814229,4.7535115499,3.28152814229,3.28398197568,3.59070688776,3.39372434268,4.11371194192,3.70372807149,6.78595222873,
5.02529404489,6.23653723229,5.02529404489,5.42446226934,3.35525577008,5.0052793286,3.35525577008,3.46664993981,4.6652140142,3.78412500576,7.28600541276,4.51522783618,6.43826579935,
4.90439133077,6.59629676402,4.90439133077,5.70871769222,3.27093412568,4.94700513129,3.27093412568,3.42145424308,3.66916556195,3.6577393288,4.32348768953,4.59915181039,7.06027319023,
5.73221232236,6.14863903463,5.73221232236,5.31006986875,3.34937440887,4.84695235747,3.34937440887,3.35716635642,3.74403861514,3.53628104112,4.46395414918,4.35606421539,5.7411450937,
5.75952127058,6.72981594088,5.75952127058,5.56670390686,3.29761537216,4.90449770265,3.29761537216,3.40629654457,3.66869493098,3.68012095148,5.66033807781,3.98540766824,6.06478319181,
5.34686633812,6.48307821122,5.34686633812,5.52806906644,3.28015701128,4.95563925607,3.28015701128,3.4288858555,3.57533015695,3.67471811349,4.10189893043,4.5026415149,5.77780546973,
5.63771690609,9.82533959316,5.63771690609,9.50000064619,3.30207574997,4.79908608272,3.30207574997,3.31747317199,3.68824877015,3.4503204424,4.23209720272,3.83905204671,6.12320371809,
5.9071545857,6.04296247405,5.9071545857,5.0421180906,3.31039926798,5.04129493009,3.31039926798,3.50527404991,3.66471351013,3.96154584978,3.98768427566,6.00545455713,10.9260503589,
4.44683568872,6.63388117049,4.44683568872,5.39382022209,3.24416587163,5.08258767841,3.24416587163,3.53575590866,3.48020892098,3.89694670314,3.93220449385,3.89142280657,5.30897231304,
5.43572926109,7.48290547806,5.43572926109,6.31252920032,3.29709110711,4.88798195307,3.29709110711,3.37960696407,3.7425800416,3.54642596526,5.87559200729,4.36845641999,6.69386577058,
5.43547530208,6.33013144597,5.43547530208,5.50598130828,3.43316321319,4.87156682524,3.43316321319,3.36726969506,3.85812849213,3.52862827306,4.7111286904,4.44452204058,12.4293508804,
5.77073714066,6.37923866362,5.77073714066,5.553002031,3.37426827458,4.91408739541,3.37426827458,3.3800158561,3.72342803068,3.62337008103,4.75057155087,4.43659264448,6.88497448824,
5.5883957724,6.53665875931,5.5883957724,5.64224472588,3.38945957254,4.98851241192,3.38945957254,3.42992201332,3.75283105648,3.67469314933,4.73910064998,4.6404950915,9.97845686546,
5.56239511345,15.5810766629,5.56239511345,16.1265370134,3.38347753381,4.85807722103,3.38347753381,3.39182349436,3.74794994708,3.55813894731,4.64046261298,5.38630292387,5.61221843126,
5.56079584068,10.1414818546,5.56079584068,9.49738085074,3.39621847035,5.17482737165,3.39621847035,3.62866456025,3.75462084771,3.94094781468,4.71289463636,3.94929579376,6.49118830852,
5.8332890885,6.47799554501,5.8332890885,5.43707519174,3.38853872499,4.89778507556,3.38853872499,3.40511890199,3.74154044264,3.60694873491,4.66999715787,5.38527609497,12.5959254788,
14.4041127602,6.44297723404,14.4041127602,5.3564235467,3.39134129413,5.02038509162,3.39134129413,3.5028517298,3.75311026157,3.75443906477,4.540552283,4.62861253492,10.2850620027,
5.49237307974,13.6904609955,5.49237307974,13.9293965458,3.44295511016,5.07599137339,3.44295511016,3.54825349218,3.8515286024,3.83327450555,4.73321705323,5.35027139253,6.63437281679,
5.56330892008,6.17862487222,5.56330892008,5.35677134119,3.26179627177,4.88260587295,3.26179627177,3.41235534459,3.49439328958,3.78435195375,3.78399985328,5.34000740431,6.59234890097,
5.84595380331,6.05400486659,5.84595380331,5.26181010007,3.3446522471,4.92176760058,3.3446522471,3.42068464098,3.76091011898,3.64987237901,4.26649516453,4.09212876696,6.07259085708,
5.49494789827,5.50712630872,5.49494789827,5.18261089762,3.38370199431,4.98070255468,3.38370199431,3.45330117946,3.73647780545,3.74044151652,4.63275029717,4.5314862413,6.41601071857,
14.1898698434,6.11396215964,14.1898698434,5.23921539799,3.26319898869,4.9209640651,3.26319898869,3.40438583179,3.49668774172,3.57341798698,3.90936000243,4.24893595628,5.85753310769,
5.49226973758,6.85474086157,5.49226973758,5.53037719672,3.29321541822,4.96906355627,3.29321541822,3.44681421798,3.53010631192,3.68095651567,4.24981787756,3.52888604215,5.99891375701,
9.49716256944,6.30350926661,9.49716256944,5.39954740834,3.40684420232,4.86118707569,3.40684420232,3.35600928087,3.79385024071,3.5049103956,4.48822766457,4.09620432029,7.29847148271,
5.22197520074,5.82430711917,5.22197520074,4.98497289711,3.40957083709,5.22490396505,3.40957083709,3.61763811291,3.78731543705,4.0605882741,4.58879438498,5.11208949532,6.14903462468,
5.64475332554,6.48657973046,5.64475332554,5.61484382924,3.33170199844,5.24749637283,3.33170199844,3.63771210778,3.60890631665,4.1452511132,3.88843189775,5.69763068064,11.9194749195,
5.27179051632,5.98456942565,5.27179051632,5.26961330455,3.29180189024,4.84028591973,3.29180189024,3.47528331485,3.64349062499,4.56508431159,3.8782552216,5.5527250964,6.06767876111,
5.53554749564,5.97679890083,5.53554749564,5.26198350817,3.49857595199,5.07054438986,3.49857595199,3.49519732737,4.00307224896,3.7878983336,4.25965039809,5.94903504852,6.12590055551,
5.07754410572,5.99860074022,5.07754410572,5.24341278762,3.29416394537,4.87297848536,3.29416394537,3.36282251196,3.56054061713,3.56441885365,3.85850697695,4.2152287261,6.09169315912,
6.26609042351,5.99524085488,6.26609042351,5.26278558048,3.30334641037,4.84794842889,3.30334641037,3.3705000333,3.55712539971,3.70474622614,3.92141110418,4.37129101582,11.4322403018,
5.75198327901,5.87362511981,5.75198327901,5.1907295454,3.28663394325,4.69518734904,3.28663394325,3.24343839618,3.52469515596,3.40136677066,3.93999576673,3.86737614602,8.8374920749,
4.81145822534,5.29307084208,4.81145822534,4.4565576907,3.28077225209,4.8365197887,3.28077225209,3.31762618096,3.54535707091,3.54709440197,4.21490517238,4.32589132811,5.85506882111,
5.67085444079,6.20367834003,5.67085444079,5.48418745851,3.41971156169,4.91696729831,3.41971156169,3.37026753883,3.82750973438,3.58847146235,5.62831213378,4.67514356265,6.59164710845,
4.49185235593,6.30757423364,4.49185235593,5.46746997221,3.42872737712,4.92565374303,3.42872737712,3.37596667457,3.81331953491,3.57990315367,5.39322774484,4.41814692113,5.58916914114,
5.97220295913,5.41702964334,5.97220295913,4.5796184414,3.36093930648,4.84563323401,3.36093930648,3.36643958462,3.84384262462,3.44447153131,5.9261396317,4.41989174141,20.1224335673,
5.52445206479,6.30128744999,5.52445206479,5.46702205628,3.47300558411,5.01678657866,3.47300558411,3.46480720824,3.95940182349,3.74995558183,4.52459293673,4.63072495364,6.0789850129,
9.16139981301,6.43722434536,9.16139981301,5.4377054834,3.54067386896,4.77289602391,3.54067386896,3.34621102702,4.10591030609,3.55475168659,5.45158224541,4.61031301528,6.2924396195,
5.76583280952,7.5233130024,5.76583280952,5.94136641919,3.03689923606,4.89660074142,3.03689923606,3.36144399806,3.79731943517,3.58207243174,5.41049133839,4.61747815451,6.16608298574,
8.73879323055,7.26596110499,8.73879323055,5.74872171784,3.52090533215,4.89990726445,3.52090533215,3.35102588746,4.00053703863,3.58019770332,4.74620862529,4.39830270696,11.3508261268,
5.44988835306,6.57567245058,5.44988835306,5.46486098031,3.35364795631,4.92947939647,3.35364795631,3.37844155824,3.71120085967,3.67995716201,5.47751200342,4.4713344779,5.97712196273,
5.96937196965,9.88795756522,5.96937196965,9.32367032503,3.58519790013,4.8901537516,3.58519790013,3.35326768637,4.25396733032,3.57834455402,7.28128671667,4.54711122523,6.49942829064,
5.66723206022,6.71324594894,5.66723206022,5.54736609516,3.40937494846,4.92087920731,3.40937494846,3.37331784444,3.82059848368,3.68623544138,4.54451012107,4.70675343376,5.79727961686,
5.44638920381,9.70675773044,5.44638920381,9.00734567117,3.44642968202,5.00726795947,3.44642968202,3.43795893981,3.88109972868,3.75006421367,3.9583437856,4.25241220279,5.79020014543,
5.6329061542,6.50888114499,5.6329061542,5.45329924618,3.56724893997,4.96739524276,3.56724893997,3.42452658165,4.15346100204,3.72304795998,5.88732865336,4.34672969468,6.69045717776,
9.545474086,12.0451722472,9.545474086,10.7913340857,3.37861585954,4.90454387641,3.37861585954,3.41977742555,3.84034082233,3.6836260519,5.37836057599,4.24341510773,5.71342429393,
4.87638581923,6.75635786905,4.87638581923,5.57312510745,3.37642966487,5.06609784079,3.37642966487,3.49731096997,3.7217739526,3.78808391197,4.43035331014,5.03558425377,9.84785223467,
4.21182364388,9.79240441751,4.21182364388,9.12080993015,3.58065804236,5.21991684812,3.58065804236,3.61561639179,4.73159882764,4.06545385315,6.29615803045,4.70028332713,5.83293782681,
4.99385856209,7.33833674222,4.99385856209,5.77134621666,3.29524029177,5.06985523108,3.29524029177,3.50126417616,3.5672371595,3.77266222603,4.13510888856,4.73456418985,11.4944459355,
6.18024368113,13.0450658373,6.18024368113,13.2364311071,3.58797299171,5.05436710659,3.58797299171,3.49564098539,4.16688158578,3.75341043405,4.73461531494,4.63304516218,6.10212154363,
4.88786493701,5.34920603514,4.88786493701,4.84567829127,3.45005507948,5.03435344949,3.45005507948,3.48124874479,3.87788796325,3.71004649207,4.81899298484,4.63951208487,6.35632113002,
5.25845252002,6.19495197473,5.25845252002,5.34534034179,3.35285288755,5.13221169888,3.35285288755,3.54853334924,3.73807663755,3.87500204704,5.99112583618,5.08755888972,16.3261967552,
5.73554845823,6.33744486941,5.73554845823,5.49994909904,3.32358710097,5.06845281107,3.32358710097,3.50329490542,3.6710769596,3.77466035276,5.93612909377,4.8264427292,5.73549249772,
5.03452809964,6.05653380934,5.03452809964,5.3392518654,3.32546032789,5.04302925243,3.32546032789,3.48445377573,3.63127618654,3.75416871312,4.08889388025,4.80324254514,6.04161359246,
5.06111840606,5.60347281962,5.06111840606,4.91594238009,3.30836092898,5.04698082944,3.30836092898,3.49200224029,3.59918682849,3.75207981861,3.88854563272,4.71730652525,6.08893865873,
4.91083400589,6.23353602188,4.91083400589,5.41422983649,3.3760008709,5.1357145241,3.3760008709,3.55546323414,3.72526142283,3.87884444541,4.6442969056,4.45577372672,5.8722183408,
4.94547101864,5.51918352895,4.94547101864,4.94663417699,3.36506349063,5.00444286244,3.36506349063,3.46883924189,3.76782742934,3.65044983019,5.25230242022,4.62937656625,13.4253155965,
5.92882074049,6.44560076171,5.92882074049,5.38782722356,3.44774262235,5.14324546113,3.44774262235,3.55685417076,3.87196828476,3.8921722905,4.62316300863,5.17237123111,5.0726983012,
5.35305760862,7.04959540642,5.35305760862,5.82208219584,3.34222530043,4.82327979281,3.34222530043,3.34645430252,3.73484579716,3.553858475,5.94063238366,4.12493099668,5.63426785415,
6.00861019133,6.76330304561,6.00861019133,5.62453578219,3.34686717509,4.93357295498,3.34686717509,3.40735683531,3.8003665001,3.60785602414,4.23322742708,4.65805432936,4.1383024897,
5.30748970619,9.64086153582,5.30748970619,9.14895220313,3.32111248466,4.91106015005,3.32111248466,3.45753042419,3.7799479462,4.09483002474,5.66459687614,5.82206284217,6.36635437146,
9.36617951085,6.58710419551,9.36617951085,5.52826874689,3.30583337267,4.93872264351,3.30583337267,3.42093738511,3.65489228768,3.80942248485,4.09104990264,4.34694502635,5.92014608959,
5.57773208269,6.65336940726,5.57773208269,5.5234686043,3.36959866888,5.0262235311,3.36959866888,3.49344345198,3.70138640641,3.90405493576,5.93263399456,4.27028919942,6.16908370257,
5.30308448544,7.52803376386,5.30308448544,6.35853941602,3.3386493883,4.78641491853,3.3386493883,3.29878828085,3.71814025829,3.42311949863,4.26399902784,4.24514555252,5.93534535342,
8.77395527639,5.56200343144,8.77395527639,4.77274017499,3.48025312403,4.92001074515,3.48025312403,3.39620461066,3.9959354777,3.61207225199,5.15077345273,4.68841181738,6.34226050099,
5.43157890565,6.08725544717,5.43157890565,5.3565592974,3.44546292232,4.87677593764,3.44546292232,3.36499630381,3.88465676629,3.52703887922,5.24439469362,4.56088079613,16.2623420987,
5.53398781106,6.16184317512,5.53398781106,5.42020258429,3.47582895951,4.96502272238,3.47582895951,3.40878669344,3.96541409321,3.64121300888,5.18495553502,4.38028885568,6.55553305474,
5.40617341369,7.20256634868,5.40617341369,5.83447437798,3.39721256601,4.87732897862,3.39721256601,3.34460820474,3.77220525273,3.56407426982,4.80275712331,4.1771056697,5.12860297805,
5.39482156998,7.27173940065,5.39482156998,5.78027089763,3.43439662367,5.1029989574,3.43439662367,3.53789222906,3.85974258612,4.08813268676,4.83880930573,4.02232827354,15.7381181169,
5.42575005983,9.4709405416,5.42575005983,8.92088806111,3.36162112763,5.07698047423,3.36162112763,3.51752692956,3.73429256792,3.84737319641,4.58680082456,4.57822822739,6.22329879196,
5.57166394473,6.15256229881,5.57166394473,5.37076177132,3.38469466644,4.97581603691,3.38469466644,3.41786207195,3.76162041235,3.65988137125,4.57426523636,4.79080010183,10.7509045989,
5.49765513117,6.40581098824,5.49765513117,5.53501968339,3.39703388753,5.00574202936,3.39703388753,3.46372676062,3.76492370644,3.70363969019,4.7534236586,4.27396438746,6.98212283277,
5.5074053105,6.29491602368,5.5074053105,5.30593560403,3.4448352753,4.97183741968,3.4448352753,3.44404543485,3.88376121185,3.68048833657,4.89118740389,4.56433273668,5.84379522609,
5.42817879724,17.0125914128,5.42817879724,17.6690612754,3.42813480687,4.9682987889,3.42813480687,3.42921217158,3.82544092659,3.67956205826,5.89552612795,4.35856372769,5.68739759835,
5.49033941367,6.90486381058,5.49033941367,5.5627856627,3.35251660861,5.09656925331,3.35251660861,3.53850510051,3.66508204776,3.83969699202,4.26021790476,4.06220620535,5.72202747484,
5.46258052302,5.66305929668,5.46258052302,4.8433735436,3.39306083493,4.94314532879,3.39306083493,3.42243825036,3.74691421858,3.60099619653,4.68286723622,4.44316661501,5.88833707518,
5.34577257719,7.09840678156,5.34577257719,6.01461613578,3.53845262057,4.75306261888,3.53845262057,3.30023533701,4.02442966057,3.44995025147,4.51959178503,3.58311222878,6.77716498526,
5.42117020045,6.25838912193,5.42117020045,5.19503987028,3.24144610733,4.99930921948,3.24144610733,3.45017012716,3.56480416802,3.75108453533,4.41466698838,4.60510950267,6.15061410894,
4.81505070783,7.09672875375,4.81505070783,6.05011108843,3.30352905041,5.04135270878,3.30352905041,3.501481833,3.602227106,3.78385469145,4.35859619544,3.71422833182,6.01665636429,
5.07695426785,6.26531631267,5.07695426785,5.39512266199,3.27974893514,4.99089979304,3.27974893514,3.45132688233,3.50692751051,3.71780181467,3.86172792248,4.47214305893,5.91211695844,
5.42787954028,11.3979023348,5.42787954028,10.1771366764,3.30066091158,4.87598782308,3.30066091158,3.37507320928,3.58822175848,3.55115587466,4.622647762,4.36139173449,5.83359744183,
5.46048425553,9.49470267948,5.46048425553,8.75986883422,3.2831262466,5.0909656334,3.2831262466,3.54294004642,3.56847812377,3.88048200816,4.28217494268,4.09450092423,6.72418375191,
9.1979934903,6.77087728166,9.1979934903,5.59037510051,3.45566503042,4.99541625644,3.45566503042,3.46624317241,3.92827179674,3.68027776962,5.05498656713,5.26646112031,6.62278776198,
5.43767336495,7.01988981268,5.43767336495,5.91957512409,3.61550868569,4.92091513522,3.61550868569,3.40013175138,4.77196927971,3.57114281421,6.88230060326,4.51924597022,11.1486167684,
5.44227725267,5.55364163892,5.44227725267,4.96361810504,3.56358608284,4.91460375788,3.56358608284,3.39674168227,4.63494968006,3.57811762541,6.00864867809,4.34647930549,6.05984093816,
5.38901623089,6.28977794743,5.38901623089,5.36745568688,3.02917285846,4.95518606002,3.02917285846,3.42974791125,3.37604890868,3.64487017409,5.6439717155,4.22351829583,6.34992952883,
9.29461676856,6.47833774757,9.29461676856,5.51245149565,3.29461996906,4.93918940687,3.29461996906,3.41642249766,3.80187228624,3.59607892971,3.76850737978,4.42339375406,6.06698924339,
5.45100787205,7.05120519986,5.45100787205,5.86235260278,3.5605694561,4.95975440589,3.5605694561,3.43524602738,4.1844929574,3.66924745624,5.83570715789,4.28650014168,6.31864395896,
5.17109614691,5.91644948473,5.17109614691,5.20341015299,3.3203362295,5.03507609188,3.3203362295,3.48660662243,3.68968498841,3.75539837905,4.28011556603,4.69676173934,11.8549232471,
17.7564454276,5.24404139849,17.7564454276,4.5931393427,3.35192793274,5.15113357654,3.35192793274,3.5980220524,3.67114736547,4.1077297125,4.26843033459,5.57811890514,6.09230778076,
4.93169844072,5.81394460105,4.93169844072,5.14259860498,3.56414787851,4.84714745292,3.56414787851,3.35668571089,4.05755651764,3.50247615163,4.42103322671,3.99654137673,16.7341165538,
5.20389472613,12.5124467231,5.20389472613,12.8513476007,3.29688674494,4.88855015556,3.29688674494,3.37743043425,3.72193463116,3.52155964939,6.36285237911,4.23419245049,12.5454329076,
5.28990062842,12.919893094,5.28990062842,11.6166627858,3.36423198738,4.83868133858,3.36423198738,3.36576634211,3.71121787345,3.66992749883,4.50297070255,3.88332773314,12.1960528025,
5.38242228253,6.59720850486,5.38242228253,5.44332496469,3.39984782003,4.85204544934,3.39984782003,3.34944532188,3.75926996685,3.47290413389,4.51790650365,4.01867305694,6.35247835476,
4.87144607619,6.86557111987,4.87144607619,5.76624450263,3.3806663891,4.85336875021,3.3806663891,3.35379037909,3.73891373588,3.47497473085,4.56198904255,4.40214363395,6.09279617241,
4.7873202677,7.09164103172,4.7873202677,5.78680454887,3.440871902,4.98181256738,3.440871902,3.44920259914,3.89462636633,3.68930830722,4.7588775867,4.69652599388,6.5546573423,
4.90420591306,4.70199659574,4.90420591306,4.61101199198,3.44459578952,5.03036486826,3.44459578952,3.50524920101,3.91131573192,3.86243528196,4.66240426773,6.38698464451,5.91765037609,
4.86619519338,7.44610374362,4.86619519338,6.29084568042,3.49280093833,4.95625053175,3.49280093833,3.42901746959,4.05642922898,3.63111980488,5.28957000186,4.68671459864,6.22811521795,
