p_mc_pur_AG,p_mc_pir_CU,p_n_pur_AG,p_n_pir_CU,
5.87213282279,3.86970040301,5.87213282279,3.58218953896,
5.27497730859,5.29488069083,5.27497730859,4.40153449462,
5.16923048076,6.63388117049,5.16923048076,5.39382022209,
5.09732858084,6.81766441119,5.09732858084,5.85691652896,
5.25118402393,6.17011764598,5.25118402393,5.38965372852,
5.5236452155,7.48290547806,5.5236452155,6.31252920032,
6.40928273496,6.14941088098,6.40928273496,5.23071852616,
6.40036537092,6.06460980464,6.40036537092,5.32536929101,
5.03511871353,6.33013144597,5.03511871353,5.50598130828,
4.82325495939,6.37923866362,4.82325495939,5.553002031,
5.04851312365,6.35069401511,5.04851312365,5.49315119332,
5.79036258357,6.43600417769,5.79036258357,5.5257808815,
5.36209088159,6.53665875931,5.36209088159,5.64224472588,
6.36078857187,6.63700730134,6.36078857187,5.65336058444,
5.00550020013,6.40967533702,5.00550020013,5.51680874903,
6.01856575145,6.151839451,6.01856575145,5.37563483618,
4.99551220325,6.17862487222,4.99551220325,5.35677134119,
6.28481699405,6.01483959142,6.28481699405,5.33979104031,
5.12572604899,6.03441532132,5.12572604899,5.33886047637,
5.71384656117,6.05400486659,5.71384656117,5.26181010007,
5.84870143737,5.50712630872,5.84870143737,5.18261089762,
5.76258218226,6.13814283228,5.76258218226,5.33995447906,
5.55697104624,6.66957036678,5.55697104624,5.7369503639,
5.5411010172,6.12571168581,5.5411010172,5.38787221746,
5.38184512976,6.30350926661,5.38184512976,5.39954740834,
5.34720405525,5.82430711917,5.34720405525,4.98497289711,
5.52401366734,5.658201882,5.52401366734,5.03700617925,
5.57585539808,6.48657973046,5.57585539808,5.61484382924,
6.22640691256,6.38505199153,6.22640691256,5.56626087886,
5.10965780041,5.98456942565,5.10965780041,5.26961330455,
5.4725074791,5.97679890083,5.4725074791,5.26198350817,
5.22147562277,6.21740269018,5.22147562277,5.44286183592,
5.20138136807,5.99860074022,5.20138136807,5.24341278762,
5.26015706759,5.99524085488,5.26015706759,5.26278558048,
4.86725179099,6.06073790214,4.86725179099,5.38144162624,
5.5022104545,6.00140586065,5.5022104545,5.24053918746,
5.16651391988,5.81188919008,5.16651391988,5.12941821181,
5.27388816505,6.41712614719,5.27388816505,5.57115610858,
5.85416109456,5.87362511981,5.85416109456,5.1907295454,
5.562250209,5.29307084208,5.562250209,4.4565576907,
5.96995448154,6.81657901524,5.96995448154,5.70885841666,
4.1444398317,6.20367834003,4.1444398317,5.48418745851,
6.13397273116,6.30757423364,6.13397273116,5.46746997221,
5.10500264937,6.09285354594,5.10500264937,5.38833035455,
5.05957228412,5.41702964334,5.05957228412,4.5796184414,
5.08852424738,5.64725641215,5.08852424738,5.01713703678,
6.25222138603,5.86002901448,6.25222138603,5.25211359723,
5.34054207944,5.86128160667,5.34054207944,5.20000707709,
5.33372253442,6.30128744999,5.33372253442,5.46702205628,
5.31434854259,6.06806944587,5.31434854259,5.36011915986,
5.42320028598,6.25022312487,5.42320028598,5.43726137497,
5.34980104893,5.99305372067,5.34980104893,5.30894880497,
5.78158313715,6.37939747664,5.78158313715,5.52239900251,
5.2481685056,5.52243304715,5.2481685056,4.9463244856,
4.99885327868,5.45352192381,4.99885327868,4.88526323592,
6.12627853545,5.34920603514,6.12627853545,4.84567829127,
6.36311238541,6.19495197473,6.36311238541,5.34534034179,
5.6026716371,5.82048861117,5.6026716371,5.17446552424,
5.12503520496,6.33744486941,5.12503520496,5.49994909904,
5.56224299812,6.05653380934,5.56224299812,5.3392518654,
5.21767402026,5.82945310694,5.21767402026,5.19175318656,
4.97458067884,6.53329025245,4.97458067884,5.61106631109,
4.4776533762,5.89327142689,4.4776533762,5.06804038455,
6.26646975967,5.60347281962,6.26646975967,4.91594238009,
5.61002663789,5.41984044136,5.61002663789,4.8758964635,
5.53365703546,6.23353602188,5.53365703546,5.41422983649,
5.67812878871,5.51918352895,5.67812878871,4.94663417699,
5.33113753994,5.73202569287,5.33113753994,5.10084829335,
5.39914428024,7.52803376386,5.39914428024,6.35853941602,
4.9756070405,5.56200343144,4.9756070405,4.77274017499,
4.68903502086,7.03602715064,4.68903502086,6.02313403216,
5.70627912036,6.08725544717,5.70627912036,5.3565592974,
4.75086263675,6.70464023479,4.75086263675,5.78584499086,
5.065887873,6.16184317512,5.065887873,5.42020258429,
5.50631521911,6.39217138787,5.50631521911,5.50812657081,
5.10029017593,6.15256229881,5.10029017593,5.37076177132,
5.00922692484,6.31261569763,5.00922692484,5.47936434131,
5.58297850106,6.46897522411,5.58297850106,5.5651648068,
4.61568753873,6.40581098824,4.61568753873,5.53501968339,
5.27115646358,6.48918800555,5.27115646358,5.58741033651,
5.60211264428,6.48880524475,5.60211264428,5.58715583498,
5.41489211519,6.48456510719,5.41489211519,5.56614559576,
4.61919203003,6.52173179936,4.61919203003,5.6524112904,
4.67271506016,6.26687504449,4.67271506016,5.46328048792,
4.82736360567,6.35711448232,4.82736360567,5.47026605311,
4.66624319419,6.1132108721,4.66624319419,5.3392157647,
6.60094161538,6.6014481901,6.60094161538,5.66581301166,
5.08034718906,5.92986531573,5.08034718906,5.0422726193,
6.56335449002,6.90486381058,6.56335449002,5.5627856627,
5.04866851542,6.86492648375,5.04866851542,5.79362476532,
4.60516107709,5.66305929668,4.60516107709,4.8433735436,
5.56287881615,4.76535876133,5.56287881615,3.80710054286,
4.61013784295,6.43369683352,4.61013784295,5.25716722167,
6.27773331289,6.25547548723,6.27773331289,5.46495101829,
5.48563898476,7.09840678156,5.48563898476,6.01461613578,
5.54246811173,7.63584857082,5.54246811173,6.10345750588,
5.32553769793,6.25838912193,5.32553769793,5.19503987028,
5.97573061621,7.09672875375,5.97573061621,6.05011108843,
5.03795308351,7.01988981268,5.03795308351,5.91957512409,
5.64569716625,5.55364163892,5.64569716625,4.96361810504,
5.43869880077,6.28977794743,5.43869880077,5.36745568688,
5.86261267603,5.97926302287,5.86261267603,5.21120946285,
5.44145453374,6.29066500964,5.44145453374,5.43768148512,
5.40908976639,6.65489512014,5.40908976639,5.77420038023,
5.53868343299,6.98944173542,5.53868343299,5.94100024979,
5.39263805715,6.39386322561,5.39263805715,5.50420223611,
5.42329483444,6.22358491115,5.42329483444,5.40761467983,
5.21563849944,6.04043348461,5.21563849944,5.25347536913,
6.01734931897,5.91644948473,6.01734931897,5.20341015299,
5.78571324807,5.94299965702,5.78571324807,5.20227614854,
6.47884603374,5.3864106045,6.47884603374,4.82162696477,
5.66969691471,5.24404139849,5.66969691471,4.5931393427,
6.42150156477,3.66806281497,6.42150156477,3.86758896727,
6.63324819679,7.38078923907,6.63324819679,5.99300291543,
5.49361629606,5.81394460105,5.49361629606,5.14259860498,
6.2700682022,6.57536683994,6.2700682022,5.63946071342,
5.01504317522,5.9618026911,5.01504317522,5.20183646053,
4.37714439515,6.49704532959,4.37714439515,5.61826900771,
6.19743704312,6.86557111987,6.19743704312,5.76624450263,
5.96459452805,7.09164103172,5.96459452805,5.78680454887,
5.91029704404,7.53811054996,5.91029704404,6.26744606911,
6.02780113801,4.70199659574,6.02780113801,4.61101199198,
6.22036439666,6.6044064843,6.22036439666,5.71832819879,
5.73629446364,7.44610374362,5.73629446364,6.29084568042,
6.14340934087,7.23050950576,6.14340934087,6.13727421199,
6.13219225762,7.45762126399,6.13219225762,6.44137067466,
4.7712980094,6.44883875973,4.7712980094,5.56683355647,
5.10201226397,6.35529960349,5.10201226397,5.49659185474,
5.77078497197,6.38378503793,5.77078497197,5.37946653324,
5.72368341401,5.96404068695,5.72368341401,5.1742647603,
5.50508158371,7.23445024207,5.50508158371,6.06197551072,
5.41421529254,5.90285704272,5.41421529254,5.19559212892,
5.49551118878,5.99727381813,5.49551118878,5.24307606179,
4.30060302644,5.38266618809,4.30060302644,4.87622028545,
5.17096457124,5.87158791692,5.17096457124,5.13267082418,
5.18519941099,5.91484452164,5.18519941099,5.21555521999,
5.52662878046,6.5554108901,5.52662878046,5.74835731466,
6.19202359535,6.36810144571,6.19202359535,5.51931777589,
5.41633576701,6.53665247595,5.41633576701,5.62698902797,
5.48158884629,6.31036503415,5.48158884629,5.46291920224,
5.35704142227,6.51301000382,5.35704142227,5.65439914509,
6.41566993944,6.05186643381,6.41566993944,5.2804934741,
6.33353312543,6.28351727571,6.33353312543,5.66210380329,
6.14695537714,6.44414995914,6.14695537714,5.54169971026,
6.08125032684,6.10343195958,6.08125032684,5.36569854703,
5.80015233034,6.24751141186,5.80015233034,5.44638834792,
5.2780938526,7.1040073591,5.2780938526,6.02191988299,
5.37927000714,6.81483854777,5.37927000714,5.78592404296,
5.4085537588,6.5741058093,5.4085537588,5.64898957582,
5.33527829224,5.7715037234,5.33527829224,5.15436926283,
5.39698643066,6.18998378073,5.39698643066,5.39298980836,
4.73565597021,6.03332843111,4.73565597021,5.30649513203,
6.08184975558,6.14670264942,6.08184975558,5.48572867076,
5.22958087178,6.42202564111,5.22958087178,5.49612931864,
5.42476491548,6.29976990741,5.42476491548,5.67032060786,
4.72462321451,5.74463147376,4.72462321451,5.2442073748,
5.08081014217,6.39057552878,5.08081014217,5.55044073232,
5.01628549765,6.14108623445,5.01628549765,5.34996742084,
5.21592318245,6.25981635267,5.21592318245,5.36688342105,
5.14724889071,6.3263995526,5.14724889071,5.4831943077,
5.84565728508,6.50659039082,5.84565728508,5.55782311121,
5.05441566334,6.47820274921,5.05441566334,5.64162733314,
5.35531686738,6.09724283778,5.35531686738,5.229736576,
5.11190662898,6.14581591095,5.11190662898,5.31733567808,
6.15760092482,6.28864585636,6.15760092482,5.40685621661,
5.30414077518,5.97883890385,5.30414077518,5.15708020034,
5.53592732611,6.02642373013,5.53592732611,5.26309358844,
5.63406745183,5.98956779716,5.63406745183,5.13670548803,
5.81198399288,6.79173888732,5.81198399288,5.81777454269,
5.45347144502,6.4337951857,5.45347144502,5.34567926192,
5.99912227759,6.1921310695,5.99912227759,5.41283641845,
4.86841658853,5.99244993735,4.86841658853,5.20986970977,
5.07517075392,6.22552417603,5.07517075392,5.40970259781,
5.76525002462,6.49033939861,5.76525002462,5.62518275258,
5.07417203745,6.39405364659,5.07417203745,5.55071615768,
5.22946914585,6.39327075709,5.22946914585,5.57733478212,
4.96743368168,7.67363971545,4.96743368168,6.3389889993,
5.64090599375,6.82621793265,5.64090599375,5.85952786458,
6.13874300211,6.39047798409,6.13874300211,5.55505148346,
5.38660143709,6.54264111217,5.38660143709,5.67046924942,
5.17989830194,6.561849543,5.17989830194,5.69147701131,
5.23583219884,6.55458916488,5.23583219884,5.66810693213,
5.53164087102,6.47484466861,5.53164087102,5.61998808373,
5.31124374517,6.19878621239,5.31124374517,5.33486997325,
5.24833155495,6.58767338024,5.24833155495,5.70513505824,
5.09497175394,6.35838201476,5.09497175394,5.60690350716,
5.57213056801,6.28136714804,5.57213056801,5.45315308378,
5.17013405751,6.91192336448,5.17013405751,5.89432782594,
5.68692276031,6.75070829537,5.68692276031,5.77384385843,
5.01184066761,6.67208517962,5.01184066761,5.73739332446,
5.09073589767,7.04479581834,5.09073589767,6.01244140059,
5.26171276538,5.58581616389,5.26171276538,5.04128478141,
5.17978935185,6.4088732565,5.17978935185,5.57454301177,
5.2056725353,7.08616521137,5.2056725353,6.07351128183,
4.5114794072,6.07099090224,4.5114794072,5.19286811233,
5.38138588871,5.97161168831,5.38138588871,5.10199660144,
4.91084734872,5.960283347,4.91084734872,5.29126740586,
6.95916121449,6.42489547342,6.95916121449,5.58551653037,
5.19610871845,6.30916080772,5.19610871845,5.52719797812,
5.1503071548,6.4397568077,5.1503071548,5.58390977906,
5.18484711488,6.30316087993,5.18484711488,5.5252843303,
4.95907412565,6.55108943871,4.95907412565,5.68435629156,
5.25348715682,6.49226719536,5.25348715682,5.65625923985,
3.77470350291,6.57307908006,3.77470350291,5.69161824853,
5.25370377729,6.31357621264,5.25370377729,5.47258624306,
5.14758765526,6.14166710487,5.14758765526,5.33366771933,
6.09049990657,6.09022427066,6.09049990657,5.35427598658,
5.1312107538,5.3777181786,5.1312107538,4.78513956652,
5.14913670848,5.61724487091,5.14913670848,4.76487196241,
5.15854286083,6.34576076847,5.15854286083,5.37880305471,
5.2243727133,5.51593829485,5.2243727133,4.78165738944,
5.78630929162,6.56487207198,5.78630929162,5.66773361136,
5.83424179865,6.33022923671,5.83424179865,5.46223067537,
5.78171208688,6.34145800718,5.78171208688,5.53354798819,
5.97338342082,6.70910660081,5.97338342082,5.79938805373,
5.94805860561,6.11291269833,5.94805860561,5.36684511699,
5.46903083446,5.9667710198,5.46903083446,5.16848149689,
5.4914511353,5.88067029372,5.4914511353,5.08675810097,
4.7417238436,5.73670301553,4.7417238436,5.06119129941,
5.66251644895,6.15851147593,5.66251644895,5.38280652783,
6.15957836222,5.06939833725,6.15957836222,4.58438751952,
5.55031536335,6.11003402223,5.55031536335,5.28394314646,
5.60994917251,5.73442744247,5.60994917251,4.92035799485,
5.68888742933,6.2590022228,5.68888742933,5.33363717805,
5.69311795479,6.06535608014,5.69311795479,5.27096746353,
6.11237096334,5.86287221829,6.11237096334,5.03750920898,
6.04723582857,5.19336972322,6.04723582857,4.59254195563,
5.80647636647,5.92889174528,5.80647636647,5.14982693742,
5.74726399552,6.49471837188,5.74726399552,5.62325169622,
6.3309949422,5.74648176228,6.3309949422,4.81277253943,
6.31171086588,6.18618839928,6.31171086588,5.40814663441,
5.56215387975,5.15225653423,5.56215387975,4.69186681525,
5.63521612414,6.36181001846,5.63521612414,5.44581830234,
6.43442215706,5.32229151421,6.43442215706,4.37823556762,
5.84083328451,6.03854001484,5.84083328451,5.15832482175,
5.73060028675,5.43740097335,5.73060028675,4.73686459309,
5.20313638417,7.51534842635,5.20313638417,6.46645596503,
5.46400354426,6.22462096493,5.46400354426,5.34175681844,
5.21702612219,6.36187341761,5.21702612219,5.37637981788,
6.25892158244,6.44870186155,6.25892158244,5.58264057617,
6.10987535448,5.69798768755,6.10987535448,5.08068567703,
5.53129819634,6.1268588194,5.53129819634,5.37194238476,
6.26016226292,6.10499896292,6.26016226292,5.31812856374,
5.34178265696,5.84436620128,5.34178265696,5.00620581327,
5.65195677304,5.53384027015,5.65195677304,4.95321153134,
5.11924513648,6.95217524428,5.11924513648,5.97663663525,
4.95723047985,6.23469151477,4.95723047985,5.47292395266,
5.3029680126,6.25806639171,5.3029680126,5.47916041072,
5.38131852651,6.08501926851,5.38131852651,5.33464202285,
5.06179376644,6.34856318511,5.06179376644,5.54386555155,
5.05125948297,5.96198770955,5.05125948297,5.14806843867,
5.23924265453,6.15417817004,5.23924265453,5.38874041072,
5.05735076119,6.07646142253,5.05735076119,5.38914939922,
4.80236757966,6.11121670399,4.80236757966,5.31028850742,
4.63217973012,5.81596149831,4.63217973012,5.15269029882,
5.0339362948,6.16643475664,5.0339362948,5.42936403894,
4.97807184148,6.03710623348,4.97807184148,5.22546453095,
5.28281166095,6.16406968703,5.28281166095,5.36644838707,
4.73694559095,6.45351412745,4.73694559095,5.5482851348,
5.22276351886,5.89229318084,5.22276351886,4.91099012398,
4.80506817687,6.02438315829,4.80506817687,5.18292678861,
4.99871101891,6.83069735756,4.99871101891,5.82288787827,
5.07389526196,6.40890588302,5.07389526196,5.57133831611,
6.27165376507,5.71198768946,6.27165376507,5.0594751847,
5.13414674332,5.93889069189,5.13414674332,5.23828746504,
5.24448358183,5.41699799933,5.24448358183,4.80174488221,
5.23420034553,5.71800516565,5.23420034553,5.09569666788,
5.27186421501,6.12354111363,5.27186421501,5.41867452819,
5.25708338722,6.4519117458,5.25708338722,5.56774098243,
5.87056510685,6.11878048001,5.87056510685,5.40691296538,
5.32052740403,7.68301364123,5.32052740403,6.58820912813,
5.02710412296,5.81955207721,5.02710412296,5.09515327494,
5.92235494821,5.46817304174,5.92235494821,4.97882387899,
6.19732159459,5.75990237982,6.19732159459,5.02441821543,
4.75490923179,6.43720593523,4.75490923179,5.60367829053,
6.26496273242,6.16000840084,6.26496273242,5.38031521707,
5.13701602315,6.26279627285,5.13701602315,5.42620949859,
5.19998507835,5.83577812769,5.19998507835,5.19064908046,
5.1558887659,6.38555511396,5.1558887659,5.53733683313,
5.33587612681,5.64329148824,5.33587612681,5.07366286058,
5.56785618622,5.62578474407,5.56785618622,5.06035928027,
4.99483055726,5.82712979156,4.99483055726,5.1885447256,
6.00852410158,6.06336581146,6.00852410158,5.34298139646,
5.69473732194,6.46771612862,5.69473732194,5.58186085848,
5.58022719182,5.64861967889,5.58022719182,4.83585042233,
5.0675644424,5.59432027815,5.0675644424,4.60339762217,
4.68445751533,5.95966152228,4.68445751533,5.27904245521,
6.23816037622,6.2172093093,6.23816037622,5.45887737348,
5.52536108977,5.81926923095,5.52536108977,5.19462931039,
5.01530084751,7.02231103037,5.01530084751,5.81156158924,
5.42954793609,5.78621216257,5.42954793609,5.17522474551,
5.22074945827,5.86181931297,5.22074945827,5.21618560875,
5.01527955349,5.88915222042,5.01527955349,5.23029458737,
4.33913700505,6.15559539895,4.33913700505,5.3516132384,
6.57784297235,6.1094528773,6.57784297235,5.32338286512,
5.56393864991,5.81164869835,5.56393864991,5.16458348136,
5.76255066204,6.20020268114,5.76255066204,5.35248972155,
5.64228285115,6.30171873211,5.64228285115,5.51019166639,
5.33350949651,7.30729835629,5.33350949651,6.23114860937,
5.23372112962,4.233600958,5.23372112962,4.45205896521,
5.16186388359,6.01690160999,5.16186388359,5.48350649539,
5.60142816736,6.64614059341,5.60142816736,5.71309058926,
5.97571021545,6.00869113337,5.97571021545,5.28114885774,
5.34246167703,6.72574144376,5.34246167703,5.77777826956,
5.34989149568,6.21783488881,5.34989149568,5.43631153904,
5.60691665377,6.15563644643,5.60691665377,5.34292973858,
6.25075541464,6.05410507623,6.25075541464,5.2857458278,
5.11830041561,6.08570171338,5.11830041561,5.30678018853,
5.48921957911,5.76677922843,5.48921957911,5.20234689679,
5.28039501155,5.54558375429,5.28039501155,5.0292957285,
5.19053345845,5.48347996529,5.19053345845,5.00226283363,
5.78042476094,5.93877674844,5.78042476094,5.26216070077,
5.19424281222,6.04000845724,5.19424281222,5.32987337983,
5.26191869314,5.29790032175,5.26191869314,5.19444496905,
5.19376859262,6.73627288458,5.19376859262,5.86908876042,
5.23802900553,5.79141763943,5.23802900553,5.17630183826,
5.73482398854,6.10455892686,5.73482398854,5.42587579056,
5.12069297655,5.63090133403,5.12069297655,5.04855505638,
5.22993166837,5.48682386484,5.22993166837,4.81584416117,
5.27193782961,7.30816530856,5.27193782961,6.13128879042,
5.50933172729,6.30552764302,5.50933172729,5.50616951161,
5.90268779493,5.93123114108,5.90268779493,5.20219443282,
6.05135456725,5.95165777887,6.05135456725,5.26493755807,
5.66730954317,5.08494835355,5.66730954317,4.66205986383,
5.56255930736,7.36080147619,5.56255930736,6.20217677015,
5.12235413029,6.85749539298,5.12235413029,5.85294778708,
5.20155471648,6.26786069873,5.20155471648,5.46186022811,
5.26358170675,6.29230025567,5.26358170675,5.50368487902,
5.13638107291,6.49141189386,5.13638107291,5.5979937643,
5.19166911323,5.41980485033,5.19166911323,4.61146500267,
5.12142712536,7.61923480535,5.12142712536,6.33128998154,
5.94061199939,4.75417547039,5.94061199939,4.33129956252,
5.25759147334,6.18850299806,5.25759147334,5.43985394391,
5.31338311653,5.99943324489,5.31338311653,5.28354995444,
5.38173702592,5.76279911573,5.38173702592,5.14376209201,
5.78514419054,6.06452360035,5.78514419054,5.29764240409,
5.22468839041,5.95050654724,5.22468839041,5.21186676252,
5.20436726743,5.92434772709,5.20436726743,5.15971395899,
5.12860752643,6.76387096334,5.12860752643,5.83679589801,
5.21051040522,5.77427454008,5.21051040522,5.07487151307,
5.33198432255,5.97704749342,5.33198432255,5.23767984191,
5.18968177629,6.0840349437,5.18968177629,5.30247307233,
5.04048134816,6.35428734157,5.04048134816,5.52222866606,
5.20414876283,6.53394407074,5.20414876283,5.42275066692,
5.16680426991,6.00517445611,5.16680426991,5.22944236479,
4.52285114651,6.03751593532,4.52285114651,5.30182883909,
5.48070145141,6.06757091059,5.48070145141,5.31245027271,
5.37017263197,6.19285524936,5.37017263197,5.41956107398,
5.25986698942,6.31964134948,5.25986698942,5.48834336294,
5.69100807082,6.49972191664,5.69100807082,5.62749397443,
5.01363113378,6.39878083605,5.01363113378,5.63337213475,
6.14588714799,6.32705273083,6.14588714799,5.56318774339,
4.20886143144,7.01606356223,4.20886143144,5.8932672333,
5.61699862213,5.69313210299,5.61699862213,4.94646127389,
5.37563378902,7.22096476912,5.37563378902,5.92241245877,
4.83403487019,6.05724450317,4.83403487019,5.11816589544,
5.07063613296,5.7538179918,5.07063613296,4.81880709964,
4.67649965767,6.41086527753,4.67649965767,5.54971538816,
4.37824255561,6.46243829318,4.37824255561,5.57539789295,
5.66661795053,7.44267136326,5.66661795053,6.23161628424,
5.83666880699,6.3176167809,5.83666880699,5.43037000776,
5.63322075957,6.1998746178,5.63322075957,5.42572086802,
7.09490704799,5.64877874775,7.09490704799,4.84708956555,
5.26210579462,5.96146791073,5.26210579462,5.30246328049,
5.78319605026,5.71032982027,5.78319605026,5.03952076258,
4.72928116058,5.64120793795,4.72928116058,4.78497740471,
6.50261683403,6.72482049433,6.50261683403,5.62649961438,
3.64742120678,5.46840934737,3.64742120678,4.82698563333,
5.98830259436,5.75087844422,5.98830259436,5.08775973191,
5.38128250576,5.50070439976,5.38128250576,4.96123874819,
5.01139788978,5.76053354133,5.01139788978,5.14666957704,
5.59178992777,5.5340045942,5.59178992777,4.99781853211,
5.56767812171,5.51158181104,5.56767812171,4.89870331627,
5.52080529104,5.97238321679,5.52080529104,5.22677402036,
5.07937643146,6.23649130793,5.07937643146,5.42232527511,
4.72505091994,6.10338915288,4.72505091994,5.33169525658,
5.7009320088,5.60551834177,5.7009320088,4.6584539294,
5.09703822477,6.3752595232,5.09703822477,5.40670689973,
5.54116548931,6.18830777841,5.54116548931,5.39670370179,
5.14900684456,5.71904423826,5.14900684456,5.0075998064,
4.54988784009,5.81901723823,4.54988784009,5.12870841274,
4.20326260578,6.00287784892,4.20326260578,5.2969787133,
5.05294268627,6.07348755063,5.05294268627,5.30829394952,
5.56388287931,5.87731890446,5.56388287931,5.19262842654,
